Date,Time,Heart rate (bpm),Tag
Feb 26,9:50 PM,91,Resting
Feb 26,6:10 PM,110,Resting
Feb 26,6:00 PM,100,General
Feb 26,4:10 PM,102,General
Feb 26,3:50 PM,98,Resting
Feb 26,3:40 PM,99,Resting
Feb 26,3:30 PM,99,Resting
Feb 26,3:20 PM,110,Resting
Feb 26,3:00 PM,103,Resting
Feb 26,2:50 PM,108,Resting
Feb 26,2:40 PM,115,Resting
Feb 26,2:30 PM,106,General
Feb 26,2:10 PM,105,Resting
Feb 26,2:00 PM,114,Resting
Feb 26,1:50 PM,114,Resting
Feb 26,1:40 PM,110,Resting
Feb 26,1:30 PM,111,Resting
Feb 26,1:20 PM,100,Resting
Feb 26,1:11 PM,100,General
Feb 26,1:00 PM,115,General
Feb 26,12:50 AM,83,Resting
Feb 26,12:40 AM,80,Resting
Feb 26,12:30 AM,79,Resting
Feb 26,12:20 AM,84,Resting
Feb 26,12:00 AM,93,General
Feb 25,10:20 PM,108,Resting
Feb 25,10:01 PM,112,General
Feb 25,9:40 PM,138,General
Feb 25,9:20 PM,104,General
Feb 25,9:10 PM,95,Resting
Feb 25,9:00 PM,88,Resting
Feb 25,8:50 PM,92,Resting
Feb 25,8:40 PM,91,Resting
Feb 25,8:30 PM,90,General
Feb 25,7:20 PM,93,General
Feb 25,7:00 PM,102,Resting
Feb 25,6:50 PM,98,Resting
Feb 25,1:00 AM,98,Resting
Feb 25,12:50 AM,87,Resting
Feb 25,12:40 AM,91,Resting
Feb 25,12:30 AM,90,Resting
Feb 25,12:20 AM,98,Resting
Feb 25,12:10 AM,106,Resting
Feb 25,12:00 AM,104,Resting
Feb 24,11:50 PM,100,Resting
Feb 24,11:40 PM,100,General
Feb 24,11:20 PM,108,General
Feb 24,10:10 PM,119,Resting
Feb 24,10:01 PM,107,Resting
Feb 24,9:50 PM,108,Resting
Feb 24,9:10 PM,88,Resting
Feb 24,8:40 PM,100,Resting
Feb 24,8:10 PM,106,Resting
Feb 24,7:10 PM,90,Resting
Feb 24,7:00 PM,86,Resting
Feb 24,6:50 PM,87,General
Feb 24,6:30 PM,84,Resting
Feb 24,6:00 PM,85,Resting
Feb 24,5:55 PM,84,General
Feb 24,5:50 PM,83,General
Feb 24,5:31 PM,98,General
Feb 24,5:20 PM,95,Resting
Feb 24,5:10 PM,92,Resting
Feb 24,5:00 PM,92,Resting
Feb 24,4:40 PM,105,Resting
Feb 24,4:30 PM,98,Resting
Feb 24,4:20 PM,105,Resting
Feb 24,4:10 PM,98,General
Feb 24,4:00 PM,89,Resting
Feb 24,3:50 PM,90,Resting
Feb 24,3:40 PM,94,Resting
Feb 24,3:30 PM,109,Resting
Feb 24,3:20 PM,107,Resting
Feb 24,3:10 PM,111,Resting
Feb 24,2:11 PM,106,General
Feb 24,1:30 PM,104,General
Feb 24,12:50 PM,101,Resting
Feb 24,12:40 PM,98,Resting
Feb 24,1:10 AM,90,Resting
Feb 24,1:00 AM,101,Resting
Feb 24,12:50 AM,99,Resting
Feb 24,12:40 AM,92,Resting
Feb 24,12:30 AM,94,Resting
Feb 24,12:20 AM,96,Resting
Feb 24,12:10 AM,93,Resting
Feb 24,12:00 AM,93,General
Feb 23,11:10 PM,105,Resting
Feb 23,10:11 PM,95,Resting
Feb 23,9:20 PM,94,Resting
Feb 23,7:50 PM,74,Resting
Feb 23,7:40 PM,80,Resting
Feb 23,7:20 PM,89,Resting
Feb 23,7:10 PM,86,Resting
Feb 23,6:50 PM,84,Resting
Feb 23,6:40 PM,83,Resting
Feb 23,6:30 PM,80,Resting
Feb 23,6:20 PM,87,Resting
Feb 23,6:00 PM,86,Resting
Feb 23,5:10 PM,92,Resting
Feb 23,4:40 PM,91,Resting
Feb 23,4:30 PM,94,Resting
Feb 23,4:20 PM,83,Resting
Feb 23,4:10 PM,72,General
Feb 23,3:50 PM,90,Resting
Feb 23,3:40 PM,76,General
Feb 23,3:30 PM,78,Resting
Feb 23,3:20 PM,80,Resting
Feb 23,3:00 PM,80,Resting
Feb 23,2:50 PM,87,Resting
Feb 23,2:30 PM,84,Resting
Feb 23,2:11 PM,90,Resting
Feb 23,2:00 PM,81,General
Feb 23,12:50 AM,79,Resting
Feb 23,12:40 AM,79,Resting
Feb 23,12:30 AM,85,Resting
Feb 23,12:20 AM,84,Resting
Feb 23,12:10 AM,78,Resting
Feb 23,12:00 AM,77,Resting
Feb 22,11:50 PM,90,Resting
Feb 22,11:40 PM,91,Resting
Feb 22,11:30 PM,87,Resting
Feb 22,11:20 PM,84,Resting
Feb 22,11:00 PM,90,Resting
Feb 22,10:50 PM,93,Resting
Feb 22,10:40 PM,90,Resting
Feb 22,10:30 PM,97,Resting
Feb 22,10:20 PM,93,Resting
Feb 22,10:00 PM,95,General
Feb 22,9:52 PM,98,General
Feb 22,9:10 PM,108,General
Feb 22,8:40 PM,97,General
Feb 22,8:10 PM,91,Resting
Feb 22,8:00 PM,91,Resting
Feb 22,7:40 PM,92,Resting
Feb 22,7:00 PM,86,Resting
Feb 22,6:50 PM,95,Resting
Feb 22,6:30 PM,93,Resting
Feb 22,6:20 PM,94,General
Feb 22,3:50 PM,96,Resting
Feb 22,3:40 PM,90,Resting
Feb 22,3:30 PM,87,Resting
Feb 22,3:20 PM,89,General
Feb 22,3:10 PM,103,Resting
Feb 22,3:00 PM,100,Resting
Feb 22,2:50 PM,103,Resting
Feb 22,2:40 PM,109,Resting
Feb 22,2:30 PM,105,Resting
Feb 22,2:20 PM,96,Resting
Feb 22,2:10 PM,100,General
Feb 22,2:00 PM,107,Resting
Feb 22,1:50 PM,84,Resting
Feb 22,1:40 PM,82,Resting
Feb 22,1:30 PM,83,Resting
Feb 22,1:20 PM,72,Resting
Feb 22,1:10 PM,75,Resting
Feb 22,1:00 PM,88,Resting
Feb 22,12:50 PM,86,Resting
Feb 22,12:40 PM,83,General
Feb 22,10:30 AM,67,Resting
Feb 22,10:20 AM,65,Resting
Feb 22,10:10 AM,65,Resting
Feb 22,10:00 AM,68,Resting
Feb 22,9:50 AM,66,Resting
Feb 22,9:40 AM,70,Resting
Feb 22,9:30 AM,72,Resting
Feb 22,9:20 AM,61,Resting
Feb 22,9:10 AM,63,Resting
Feb 22,9:00 AM,64,Resting
Feb 22,8:50 AM,64,Resting
Feb 22,8:40 AM,62,Resting
Feb 22,8:30 AM,67,Resting
Feb 22,8:20 AM,64,Resting
Feb 22,8:10 AM,55,Resting
Feb 22,7:50 AM,65,Resting
Feb 22,7:40 AM,63,Resting
Feb 22,7:30 AM,58,Resting
Feb 22,7:20 AM,59,Resting
Feb 22,7:10 AM,63,Resting
Feb 22,7:00 AM,66,Resting
Feb 22,6:50 AM,64,Resting
Feb 22,6:40 AM,69,Resting
Feb 22,6:30 AM,57,Resting
Feb 22,6:20 AM,60,Resting
Feb 22,6:10 AM,63,Resting
Feb 22,6:00 AM,61,Resting
Feb 22,5:50 AM,62,Resting
Feb 22,5:40 AM,63,Resting
Feb 22,5:30 AM,66,Resting
Feb 22,5:20 AM,65,Resting
Feb 22,5:10 AM,61,Resting
Feb 22,5:00 AM,65,Resting
Feb 22,4:50 AM,69,Resting
Feb 22,4:40 AM,70,Resting
Feb 22,4:30 AM,68,Resting
Feb 22,4:20 AM,65,Resting
Feb 22,4:10 AM,65,Resting
Feb 22,4:00 AM,68,Resting
Feb 22,3:50 AM,67,Resting
Feb 22,3:40 AM,73,Resting
Feb 22,3:30 AM,72,Resting
Feb 22,3:20 AM,60,Resting
Feb 22,3:10 AM,59,Resting
Feb 22,3:00 AM,61,Resting
Feb 22,2:50 AM,65,Resting
Feb 22,2:40 AM,63,Resting
Feb 22,2:30 AM,65,Resting
Feb 22,2:20 AM,64,Resting
Feb 22,2:10 AM,60,Resting
Feb 22,2:00 AM,64,Resting
Feb 22,1:50 AM,63,Resting
Feb 22,1:40 AM,72,Resting
Feb 22,1:30 AM,84,Resting
Feb 22,1:20 AM,73,Resting
Feb 22,1:10 AM,73,Resting
Feb 22,1:00 AM,80,General
Feb 22,12:40 AM,81,Resting
Feb 22,12:20 AM,75,Resting
Feb 22,12:10 AM,76,Resting
Feb 22,12:00 AM,81,Resting
Feb 21,11:50 PM,78,Resting
Feb 21,11:41 PM,87,Resting
Feb 21,11:30 PM,88,General
Feb 21,11:20 PM,93,General
Feb 21,11:10 PM,88,Resting
Feb 21,11:00 PM,93,Resting
Feb 21,10:50 PM,89,Resting
Feb 21,10:40 PM,92,Resting
Feb 21,10:30 PM,86,Resting
Feb 21,10:20 PM,102,Resting
Feb 21,10:10 PM,99,General
Feb 21,9:50 PM,94,Resting
Feb 21,9:40 PM,92,Resting
Feb 21,9:30 PM,96,Resting
Feb 21,9:20 PM,91,Resting
Feb 21,9:10 PM,92,Resting
Feb 21,9:00 PM,88,Resting
Feb 21,8:50 PM,91,General
Feb 21,8:40 PM,119,Resting
Feb 21,8:30 PM,106,Resting
Feb 21,8:20 PM,88,Resting
Feb 21,8:10 PM,86,Resting
Feb 21,8:01 PM,86,General
Feb 21,6:30 PM,76,Resting
Feb 21,6:20 PM,88,Resting
Feb 21,6:18 PM,88,General
Feb 21,5:00 PM,96,Resting
Feb 21,4:50 PM,95,Resting
Feb 21,4:40 PM,88,Resting
Feb 21,4:30 PM,93,General
Feb 21,4:10 PM,95,Resting
Feb 21,4:00 PM,100,General
Feb 21,2:40 PM,122,Resting
Feb 21,2:20 PM,126,General
Feb 21,2:00 PM,103,Resting
Feb 21,1:50 PM,92,General
Feb 21,1:40 PM,85,Resting
Feb 21,1:30 PM,88,Resting
Feb 21,1:20 PM,87,Resting
Feb 21,1:10 PM,94,Resting
Feb 21,1:00 PM,86,Resting
Feb 21,12:50 PM,81,Resting
Feb 21,12:40 PM,79,Resting
Feb 21,12:30 PM,85,Resting
Feb 21,12:20 PM,84,Resting
Feb 21,12:10 PM,90,Resting
Feb 21,12:00 PM,98,General
Feb 21,11:50 AM,93,Resting
Feb 21,10:40 AM,84,Resting
Feb 21,10:20 AM,97,Resting
Feb 21,10:10 AM,91,Resting
Feb 21,10:00 AM,93,Resting
Feb 21,9:50 AM,95,Resting
Feb 21,9:40 AM,107,Resting
Feb 21,9:20 AM,117,Resting
Feb 21,9:00 AM,102,Resting
Feb 21,7:50 AM,55,Resting
Feb 21,7:40 AM,51,Resting
Feb 21,7:20 AM,61,Resting
Feb 21,7:10 AM,58,Resting
Feb 21,7:00 AM,58,Resting
Feb 21,6:50 AM,62,Resting
Feb 21,6:40 AM,72,Resting
Feb 21,6:30 AM,64,Resting
Feb 21,6:20 AM,52,Resting
Feb 21,6:10 AM,59,Resting
Feb 21,6:00 AM,56,Resting
Feb 21,5:50 AM,62,Resting
Feb 21,5:40 AM,67,Resting
Feb 21,5:30 AM,60,Resting
Feb 21,4:40 AM,58,Resting
Feb 21,4:31 AM,66,Resting
Feb 21,4:20 AM,58,Resting
Feb 21,4:10 AM,78,Resting
Feb 21,4:00 AM,67,Resting
Feb 21,3:50 AM,58,Resting
Feb 21,3:40 AM,56,General
Feb 21,3:30 AM,59,Resting
Feb 21,3:20 AM,59,Resting
Feb 21,3:10 AM,65,Resting
Feb 21,2:40 AM,59,Resting
Feb 21,2:30 AM,74,Resting
Feb 21,2:20 AM,84,Resting
Feb 21,2:10 AM,72,Resting
Feb 21,2:00 AM,70,Resting
Feb 21,1:40 AM,64,Resting
Feb 21,1:30 AM,67,Resting
Feb 21,1:20 AM,72,Resting
Feb 21,1:10 AM,69,Resting
Feb 21,1:00 AM,70,Resting
Feb 21,12:50 AM,71,Resting
Feb 21,12:40 AM,69,Resting
Feb 21,12:30 AM,73,Resting
Feb 21,12:20 AM,75,Resting
Feb 21,12:10 AM,76,Resting
Feb 21,12:00 AM,82,Resting
Feb 20,11:51 PM,92,General
Feb 20,11:30 PM,82,Resting
Feb 20,11:20 PM,75,General
Feb 20,11:00 PM,83,Resting
Feb 20,10:50 PM,88,Resting
Feb 20,10:40 PM,86,Resting
Feb 20,10:30 PM,82,General
Feb 20,10:20 PM,83,Resting
Feb 20,10:10 PM,89,Resting
Feb 20,10:00 PM,90,Resting
Feb 20,9:50 PM,85,Resting
Feb 20,9:40 PM,103,Resting
Feb 20,9:21 PM,90,Resting
Feb 20,9:10 PM,84,Resting
Feb 20,9:00 PM,90,General
Feb 20,8:30 PM,93,Resting
Feb 20,8:20 PM,98,Resting
Feb 20,8:00 PM,82,Resting
Feb 20,7:50 PM,87,Resting
Feb 20,7:30 PM,100,General
Feb 20,7:00 PM,104,Resting
Feb 20,6:50 PM,100,Resting
Feb 20,6:30 PM,106,Resting
Feb 20,6:20 PM,99,Resting
Feb 20,6:11 PM,103,General
Feb 20,5:40 PM,91,Resting
Feb 20,5:30 PM,84,Resting
Feb 20,5:22 PM,86,General
Feb 20,5:20 PM,87,Resting
Feb 20,5:10 PM,86,Resting
Feb 20,4:50 PM,85,Resting
Feb 20,4:40 PM,80,General
Feb 20,4:20 PM,86,Resting
Feb 20,4:10 PM,89,General
Feb 20,3:40 PM,101,Resting
Feb 20,3:10 PM,111,General
Feb 20,3:00 PM,109,Resting
Feb 20,2:40 PM,104,Resting
Feb 20,2:30 PM,103,Resting
Feb 20,2:20 PM,117,General
Feb 20,2:10 PM,119,General
Feb 20,1:30 PM,99,Resting
Feb 20,1:20 PM,103,Resting
Feb 20,12:50 PM,104,General
Feb 20,12:40 PM,70,General
Feb 20,12:00 PM,82,Resting
Feb 20,11:50 AM,92,Resting
Feb 20,11:40 AM,71,Resting
Feb 20,11:20 AM,94,Resting
Feb 20,11:00 AM,82,Resting
Feb 20,10:40 AM,96,Resting
Feb 20,10:30 AM,77,Resting
Feb 20,10:20 AM,83,Resting
Feb 20,10:10 AM,85,Resting
Feb 20,10:00 AM,87,Resting
Feb 20,9:50 AM,89,Resting
Feb 20,9:40 AM,100,Resting
Feb 20,9:30 AM,90,Resting
Feb 20,9:20 AM,90,Resting
Feb 20,9:10 AM,100,Resting
Feb 20,9:00 AM,87,Resting
Feb 20,8:50 AM,90,Resting
Feb 20,8:40 AM,96,General
Feb 20,12:30 AM,94,Resting
Feb 20,12:20 AM,96,Resting
Feb 20,12:10 AM,97,Resting
Feb 20,12:00 AM,103,Resting
Feb 19,11:50 PM,96,Resting
Feb 19,11:40 PM,100,General
Feb 19,10:50 PM,109,Resting
Feb 19,10:40 PM,112,Resting
Feb 19,10:30 PM,117,General
Feb 19,9:00 PM,85,Resting
Feb 19,8:41 PM,102,General
Feb 19,8:20 PM,95,Resting
Feb 19,6:21 PM,111,Resting
Feb 19,4:30 PM,110,Resting
Feb 19,2:31 PM,109,Resting
Feb 19,2:00 PM,116,Resting
Feb 19,1:40 PM,105,General
Feb 19,1:30 PM,97,Resting
Feb 19,1:20 PM,84,Resting
Feb 19,12:50 PM,78,Resting
Feb 19,12:40 PM,78,General
Feb 19,12:00 PM,78,Resting
Feb 19,11:40 AM,98,Resting
Feb 19,11:30 AM,100,Resting
Feb 19,11:20 AM,94,Resting
Feb 19,11:10 AM,97,Resting
Feb 19,10:40 AM,86,General
Feb 18,8:50 PM,98,Resting
Feb 18,8:40 PM,98,General
Feb 18,8:10 PM,104,Resting
Feb 18,7:50 PM,101,General
Feb 18,7:00 PM,124,Resting
Feb 18,6:50 PM,119,Resting
Feb 18,6:40 PM,120,Resting
Feb 18,6:30 PM,127,Resting
Feb 18,6:20 PM,120,Resting
Feb 18,5:50 PM,121,General
Feb 18,3:30 PM,103,Resting
Feb 18,2:40 PM,105,Resting
Feb 18,2:30 PM,105,Resting
Feb 18,1:50 PM,106,Resting
Feb 18,1:40 PM,105,Resting
Feb 18,1:20 PM,105,Resting
Feb 18,12:50 PM,110,General
Feb 18,12:40 PM,77,General
Feb 18,12:10 PM,104,Resting
Feb 18,11:50 AM,88,Resting
Feb 18,11:40 AM,85,General
Feb 18,11:30 AM,92,Resting
Feb 18,11:20 AM,93,Resting
Feb 18,11:10 AM,86,General
Feb 18,11:00 AM,87,Resting
Feb 18,10:50 AM,92,General
Feb 18,10:41 AM,99,General
Feb 18,10:20 AM,88,Resting
Feb 18,10:10 AM,93,Resting
Feb 18,10:00 AM,98,Resting
Feb 18,9:50 AM,93,Resting
Feb 18,9:40 AM,96,General
Feb 18,12:20 AM,92,Resting
Feb 18,12:00 AM,89,Resting
Feb 17,11:50 PM,96,Resting
Feb 17,11:40 PM,89,Resting
Feb 17,11:30 PM,87,Resting
Feb 17,11:20 PM,87,Resting
Feb 17,11:10 PM,92,Resting
Feb 17,11:00 PM,89,Resting
Feb 17,10:40 PM,103,Resting
Feb 17,10:30 PM,101,General
Feb 17,8:00 PM,84,General
Feb 17,7:50 PM,92,Resting
Feb 17,7:40 PM,80,Resting
Feb 17,7:30 PM,84,Resting
Feb 17,7:20 PM,84,Resting
Feb 17,6:40 PM,93,Resting
Feb 17,6:30 PM,93,General
Feb 17,6:20 PM,95,Resting
Feb 17,6:10 PM,95,Resting
Feb 17,5:30 PM,71,General
Feb 17,5:20 PM,91,Resting
Feb 17,5:10 PM,97,General
Feb 17,4:50 PM,80,Resting
Feb 17,4:40 PM,76,General
Feb 17,4:00 PM,88,Resting
Feb 17,3:50 PM,72,Resting
Feb 17,3:20 PM,79,Resting
Feb 17,3:10 PM,92,Resting
Feb 17,3:00 PM,92,Resting
Feb 17,2:50 PM,96,Resting
Feb 17,2:40 PM,91,Resting
Feb 17,2:30 PM,89,Resting
Feb 17,2:20 PM,92,Resting
Feb 17,2:10 PM,92,General
Feb 17,2:00 PM,93,Resting
Feb 17,1:50 PM,80,Resting
Feb 17,1:40 PM,98,Resting
Feb 17,1:20 PM,102,Resting
Feb 17,1:10 PM,85,Resting
Feb 17,12:20 PM,89,Resting
Feb 17,12:10 PM,92,Resting
Feb 17,11:40 AM,84,Resting
Feb 17,9:00 AM,61,Resting
Feb 17,8:50 AM,55,Resting
Feb 17,8:40 AM,56,Resting
Feb 17,8:30 AM,66,Resting
Feb 17,8:20 AM,59,Resting
Feb 17,8:10 AM,61,Resting
Feb 17,8:00 AM,61,Resting
Feb 17,7:50 AM,61,Resting
Feb 17,7:40 AM,60,Resting
Feb 17,7:31 AM,58,Resting
Feb 17,7:20 AM,60,Resting
Feb 17,7:11 AM,58,Resting
Feb 17,7:00 AM,58,Resting
Feb 17,6:40 AM,64,Resting
Feb 17,6:30 AM,62,Resting
Feb 17,6:20 AM,59,Resting
Feb 17,6:10 AM,59,Resting
Feb 17,6:00 AM,67,Resting
Feb 17,5:50 AM,66,Resting
Feb 17,5:40 AM,67,Resting
Feb 17,5:30 AM,65,Resting
Feb 17,5:20 AM,63,Resting
Feb 17,5:10 AM,65,Resting
Feb 17,5:00 AM,57,Resting
Feb 17,4:50 AM,66,Resting
Feb 17,4:40 AM,68,Resting
Feb 17,4:30 AM,65,Resting
Feb 17,4:20 AM,66,Resting
Feb 17,4:10 AM,65,Resting
Feb 17,4:00 AM,66,Resting
Feb 17,3:50 AM,65,Resting
Feb 17,3:40 AM,62,Resting
Feb 17,3:30 AM,67,Resting
Feb 17,3:20 AM,63,Resting
Feb 17,3:10 AM,67,Resting
Feb 17,3:00 AM,68,Resting
Feb 17,2:50 AM,70,Resting
Feb 17,2:40 AM,69,Resting
Feb 17,2:30 AM,67,Resting
Feb 17,2:20 AM,74,Resting
Feb 17,2:10 AM,72,Resting
Feb 17,2:00 AM,75,Resting
Feb 17,1:50 AM,78,Resting
Feb 17,1:40 AM,77,Resting
Feb 17,1:30 AM,77,Resting
Feb 17,1:20 AM,85,General
Feb 17,1:10 AM,95,Resting
Feb 17,1:00 AM,84,Resting
Feb 17,12:50 AM,81,Resting
Feb 17,12:40 AM,93,Resting
Feb 17,12:30 AM,83,Resting
Feb 17,12:20 AM,88,General
Feb 16,10:40 PM,104,General
Feb 16,9:31 PM,107,General
Feb 16,8:10 PM,82,Resting
Feb 16,8:00 PM,90,Resting
Feb 16,7:30 PM,90,Resting
Feb 16,6:50 PM,93,Resting
Feb 16,6:40 PM,85,Resting
Feb 16,6:30 PM,89,Resting
Feb 16,6:20 PM,84,Resting
Feb 16,6:10 PM,93,Resting
Feb 16,6:00 PM,91,Resting
Feb 16,5:50 PM,92,Resting
Feb 16,5:40 PM,86,Resting
Feb 16,5:30 PM,89,General
Feb 16,5:10 PM,92,Resting
Feb 16,5:00 PM,93,Resting
Feb 16,4:50 PM,97,Resting
Feb 16,4:40 PM,103,Resting
Feb 16,4:30 PM,104,Resting
Feb 16,4:20 PM,95,Resting
Feb 16,4:10 PM,93,Resting
Feb 16,4:00 PM,88,General
Feb 16,3:40 PM,93,Resting
Feb 16,3:30 PM,87,Resting
Feb 16,3:20 PM,81,Resting
Feb 16,3:10 PM,85,Resting
Feb 16,2:50 PM,100,Resting
Feb 16,2:31 PM,90,Resting
Feb 16,2:20 PM,88,Resting
Feb 16,2:10 PM,92,Resting
Feb 16,2:00 PM,100,Resting
Feb 16,1:50 PM,98,Resting
Feb 16,1:40 PM,92,General
Feb 16,1:30 PM,99,Resting
Feb 16,1:20 PM,96,Resting
Feb 16,1:10 PM,99,Resting
Feb 16,1:00 PM,103,Resting
Feb 16,12:50 PM,99,Resting
Feb 16,12:40 PM,99,Resting
Feb 16,12:40 AM,104,Resting
Feb 16,12:30 AM,110,Resting
Feb 16,12:20 AM,102,Resting
Feb 16,12:10 AM,111,Resting
Feb 16,12:00 AM,103,Resting
Feb 15,11:40 PM,105,Resting
Feb 15,11:30 PM,103,General
Feb 15,11:10 PM,107,Resting
Feb 15,11:00 PM,111,Resting
Feb 15,10:50 PM,107,Resting
Feb 15,10:40 PM,112,Resting
Feb 15,10:30 PM,110,Resting
Feb 15,10:20 PM,113,Resting
Feb 15,10:11 PM,127,Resting
Feb 15,8:30 PM,97,General
Feb 15,8:20 PM,101,Resting
Feb 15,8:10 PM,101,General
Feb 15,5:20 PM,130,General
Feb 15,3:50 PM,106,Resting
Feb 15,3:40 PM,109,Resting
Feb 15,3:30 PM,105,General
Feb 15,3:10 PM,102,Resting
Feb 15,3:00 PM,104,Resting
Feb 15,2:50 PM,104,Resting
Feb 15,2:40 PM,107,Resting
Feb 15,2:20 PM,109,Resting
Feb 15,1:10 PM,104,General
Feb 15,12:20 PM,100,Resting
Feb 15,12:10 PM,98,Resting
Feb 15,9:40 AM,108,General
Feb 15,9:00 AM,104,Resting
Feb 15,8:50 AM,104,Resting
Feb 15,12:10 AM,80,Resting
Feb 15,12:00 AM,86,Resting
Feb 14,11:50 PM,87,Resting
Feb 14,11:30 PM,89,Resting
Feb 14,11:20 PM,93,Resting
Feb 14,11:10 PM,88,Resting
Feb 14,10:40 PM,89,Resting
Feb 14,10:30 PM,85,Resting
Feb 14,10:20 PM,87,Resting
Feb 14,10:10 PM,97,Resting
Feb 14,10:00 PM,98,General
Feb 14,9:40 PM,106,Resting
Feb 14,9:30 PM,98,Resting
Feb 14,9:20 PM,95,Resting
Feb 14,9:00 PM,107,Resting
Feb 14,8:50 PM,99,Resting
Feb 14,8:40 PM,97,Resting
Feb 14,8:30 PM,99,Resting
Feb 14,8:20 PM,82,Resting
Feb 14,8:10 PM,81,Resting
Feb 14,7:50 PM,86,General
Feb 14,7:40 PM,90,Resting
Feb 14,7:13 PM,92,General
Feb 14,7:10 PM,88,Resting
Feb 14,7:00 PM,94,Resting
Feb 14,6:50 PM,94,General
Feb 14,6:00 PM,82,Resting
Feb 14,5:20 PM,99,Resting
Feb 14,4:40 PM,98,Resting
Feb 14,3:50 PM,87,Resting
Feb 14,3:30 PM,87,Resting
Feb 14,3:20 PM,95,Resting
Feb 14,3:10 PM,87,Resting
Feb 14,2:20 PM,90,Resting
Feb 14,12:40 PM,93,General
Feb 14,12:20 PM,91,Resting
Feb 14,10:50 AM,83,Resting
Feb 14,10:40 AM,85,General
Feb 14,10:10 AM,88,Resting
Feb 14,10:00 AM,98,Resting
Feb 14,9:50 AM,92,Resting
Feb 14,9:31 AM,110,General
Feb 14,9:10 AM,101,Resting
Feb 14,9:00 AM,94,General
Feb 14,7:40 AM,71,Resting
Feb 14,7:30 AM,76,Resting
Feb 14,7:20 AM,62,Resting
Feb 14,7:10 AM,66,Resting
Feb 14,7:00 AM,65,Resting
Feb 14,6:50 AM,65,Resting
Feb 14,6:40 AM,64,Resting
Feb 14,6:30 AM,66,Resting
Feb 14,6:20 AM,69,Resting
Feb 14,6:10 AM,66,Resting
Feb 14,6:00 AM,69,Resting
Feb 14,5:50 AM,67,Resting
Feb 14,5:40 AM,63,Resting
Feb 14,5:30 AM,66,Resting
Feb 14,5:20 AM,61,Resting
Feb 14,5:10 AM,70,Resting
