Date,Time,Heart rate (bpm),Tag
Jan 16,10:50 PM,94,Resting
Jan 16,10:40 PM,97,Resting
Jan 16,10:30 PM,103,Resting
Jan 16,10:20 PM,99,Resting
Jan 16,10:10 PM,99,Resting
Jan 16,10:00 PM,97,Resting
Jan 16,9:50 PM,103,Resting
Jan 16,9:40 PM,105,Resting
Jan 16,9:30 PM,111,Resting
Jan 16,9:20 PM,111,General
Jan 16,8:52 PM,103,Resting
Jan 16,8:10 PM,100,Resting
Jan 16,7:40 PM,102,Resting
Jan 16,7:30 PM,94,Resting
Jan 16,7:00 PM,106,Resting
Jan 16,6:50 PM,108,Resting
Jan 16,6:40 PM,103,Resting
Jan 16,6:30 PM,104,Resting
Jan 16,5:31 PM,98,Resting
Jan 16,5:10 PM,114,Resting
Jan 16,4:50 PM,108,Resting
Jan 16,3:40 PM,124,Resting
Jan 16,3:30 PM,128,Resting
Jan 16,3:10 PM,130,Resting
Jan 16,3:00 PM,128,Resting
Jan 16,2:20 PM,131,Resting
Jan 16,1:40 PM,101,Resting
Jan 16,1:30 PM,101,Resting
Jan 16,1:10 PM,76,Resting
Jan 16,1:00 PM,89,General
Jan 16,12:10 PM,96,Resting
Jan 16,11:50 AM,102,Resting
Jan 16,11:20 AM,98,Resting
Jan 16,11:10 AM,100,Resting
Jan 16,11:00 AM,99,Resting
Jan 16,10:40 AM,100,General
Jan 16,10:20 AM,104,Resting
Jan 16,10:10 AM,98,Resting
Jan 16,10:00 AM,114,Resting
Jan 16,9:50 AM,103,Resting
Jan 16,9:40 AM,108,General
Jan 16,9:30 AM,109,Resting
Jan 16,9:21 AM,97,Resting
Jan 16,9:00 AM,111,Resting
Jan 16,8:50 AM,98,Resting
Jan 16,8:40 AM,111,Resting
Jan 15,9:40 PM,99,Resting
Jan 15,9:30 PM,90,Resting
Jan 15,9:10 PM,96,Resting
Jan 15,9:02 PM,101,Resting
Jan 15,8:50 PM,106,Resting
Jan 15,8:40 PM,93,Resting
Jan 15,8:20 PM,99,General
Jan 15,8:10 PM,98,Resting
Jan 15,7:50 PM,107,Resting
Jan 15,7:40 PM,90,Resting
Jan 15,7:30 PM,90,Resting
Jan 15,6:50 PM,91,Resting
Jan 15,6:40 PM,80,Resting
Jan 15,6:31 PM,83,Resting
Jan 15,6:20 PM,90,Resting
Jan 15,6:10 PM,82,Resting
Jan 15,6:00 PM,96,Resting
Jan 15,5:50 PM,90,Resting
Jan 15,5:40 PM,97,Resting
Jan 15,5:30 PM,94,Resting
Jan 15,5:10 PM,96,Resting
Jan 15,5:00 PM,99,General
Jan 15,4:30 PM,97,Resting
Jan 15,4:20 PM,105,Resting
Jan 15,4:10 PM,110,Resting
Jan 15,3:40 PM,101,Resting
Jan 15,3:30 PM,105,Resting
Jan 15,3:20 PM,100,Resting
Jan 15,3:10 PM,112,Resting
Jan 15,3:00 PM,96,Resting
Jan 15,2:50 PM,111,General
Jan 15,2:40 PM,101,General
Jan 15,2:20 PM,103,General
Jan 15,12:40 PM,88,Resting
Jan 15,12:20 PM,93,General
Jan 15,11:50 AM,81,General
Jan 15,11:30 AM,98,General
Jan 14,9:40 PM,128,General
Jan 14,8:40 PM,109,General
Jan 14,8:00 PM,111,General
Jan 14,7:40 PM,103,General
Jan 14,5:00 PM,97,Resting
Jan 14,4:50 PM,86,General
Jan 14,4:30 PM,90,Resting
Jan 14,4:20 PM,78,Resting
Jan 14,4:10 PM,75,General
Jan 14,4:00 PM,83,Resting
Jan 14,3:50 PM,82,Resting
Jan 14,3:40 PM,91,Resting
Jan 14,3:30 PM,80,Resting
Jan 14,3:10 PM,77,Resting
Jan 14,3:00 PM,87,Resting
Jan 14,2:30 PM,88,Resting
Jan 14,2:20 PM,86,Resting
Jan 14,2:10 PM,90,Resting
Jan 14,1:50 PM,106,Resting
Jan 14,1:11 PM,100,General
Jan 14,12:20 AM,89,Resting
Jan 14,12:10 AM,88,Resting
Jan 14,12:00 AM,94,Resting
Jan 13,11:00 PM,85,Resting
Jan 13,10:50 PM,83,Resting
Jan 13,10:40 PM,90,Resting
Jan 13,10:30 PM,94,Resting
Jan 13,10:20 PM,98,Resting
Jan 13,10:10 PM,98,Resting
Jan 13,10:01 PM,104,Resting
Jan 13,9:50 PM,103,General
Jan 13,9:00 PM,89,General
Jan 13,8:50 PM,99,Resting
Jan 13,8:40 PM,99,Resting
Jan 13,8:00 PM,95,Resting
Jan 13,7:50 PM,81,Resting
Jan 13,7:40 PM,79,Resting
Jan 13,7:30 PM,87,General
Jan 13,7:00 PM,79,Resting
Jan 13,6:40 PM,82,Resting
Jan 13,6:30 PM,79,Resting
Jan 13,6:20 PM,92,Resting
Jan 13,6:10 PM,91,Resting
Jan 13,6:00 PM,94,Resting
Jan 13,5:20 PM,98,Resting
Jan 13,5:00 PM,85,Resting
Jan 13,4:50 PM,84,General
Jan 13,4:30 PM,101,Resting
Jan 13,4:20 PM,94,Resting
Jan 13,4:10 PM,89,Resting
Jan 13,3:41 PM,100,Resting
Jan 13,3:30 PM,85,Resting
Jan 13,3:20 PM,92,Resting
Jan 13,3:10 PM,87,Resting
Jan 13,3:00 PM,98,Resting
Jan 13,2:50 PM,91,Resting
Jan 13,2:40 PM,82,Resting
Jan 13,2:30 PM,80,Resting
Jan 13,2:10 PM,93,Resting
Jan 13,1:50 PM,82,General
Jan 13,1:31 PM,86,Resting
Jan 13,12:20 PM,92,Resting
Jan 13,12:00 PM,90,Resting
Jan 13,11:50 AM,90,Resting
Jan 13,11:40 AM,89,General
Jan 13,11:30 AM,92,Resting
Jan 13,11:10 AM,102,Resting
Jan 13,11:00 AM,111,General
Jan 13,9:50 AM,75,Resting
Jan 13,9:40 AM,91,Resting
Jan 13,9:31 AM,78,Resting
Jan 13,9:10 AM,81,Resting
Jan 13,12:00 AM,104,General
Jan 12,10:20 PM,116,Resting
Jan 12,9:50 PM,102,Resting
Jan 12,6:40 PM,114,General
Jan 12,6:00 PM,113,Resting
Jan 12,5:40 PM,111,Resting
Jan 12,5:20 PM,118,Resting
Jan 12,5:10 PM,112,General
Jan 12,4:30 PM,102,Resting
Jan 12,4:10 PM,103,Resting
Jan 12,4:01 PM,110,Resting
Jan 12,3:50 PM,119,Resting
Jan 12,3:40 PM,112,General
Jan 12,2:50 PM,128,Resting
Jan 12,2:40 PM,131,Resting
Jan 12,2:20 PM,124,Resting
Jan 12,12:40 PM,80,Resting
Jan 12,12:30 PM,84,Resting
Jan 12,12:10 PM,73,Resting
Jan 12,12:00 PM,72,Resting
Jan 12,11:50 AM,61,Resting
Jan 12,11:40 AM,94,Resting
Jan 12,11:30 AM,97,Resting
Jan 12,11:10 AM,106,Resting
Jan 12,11:00 AM,109,Resting
Jan 12,10:40 AM,101,Resting
Jan 12,12:00 AM,82,Resting
Jan 11,11:50 PM,84,Resting
Jan 11,11:40 PM,88,Resting
Jan 11,11:30 PM,88,Resting
Jan 11,11:20 PM,91,Resting
Jan 11,11:10 PM,91,Resting
Jan 11,11:00 PM,91,Resting
Jan 11,10:50 PM,97,Resting
Jan 11,10:40 PM,95,Resting
Jan 11,10:30 PM,101,General
Jan 11,10:00 PM,94,Resting
Jan 11,9:20 PM,95,Resting
Jan 11,9:10 PM,99,Resting
Jan 11,9:00 PM,98,Resting
Jan 11,8:50 PM,100,Resting
Jan 11,8:40 PM,103,General
Jan 11,8:30 PM,123,General
Jan 11,8:10 PM,97,General
Jan 11,7:50 PM,90,Resting
Jan 11,7:00 PM,108,Resting
Jan 11,6:40 PM,96,Resting
Jan 11,6:30 PM,106,Resting
Jan 11,6:20 PM,103,Resting
Jan 11,5:50 PM,91,General
Jan 11,5:20 PM,99,Resting
Jan 11,5:10 PM,106,General
Jan 11,4:30 PM,101,Resting
Jan 11,4:10 PM,98,Resting
Jan 11,4:00 PM,95,Resting
Jan 11,3:30 PM,97,Resting
Jan 11,3:00 PM,92,Resting
Jan 11,2:50 PM,105,Resting
Jan 11,2:20 PM,105,Resting
Jan 11,2:10 PM,105,Resting
Jan 11,2:00 PM,102,General
Jan 11,1:20 PM,91,General
Jan 11,12:20 PM,96,Resting
Jan 11,12:10 PM,91,Resting
Jan 11,12:00 PM,103,Resting
Jan 11,11:50 AM,98,Resting
Jan 11,11:10 AM,95,Resting
Jan 11,10:50 AM,99,Resting
Jan 11,10:40 AM,104,General
Jan 11,10:10 AM,97,Resting
Jan 11,10:00 AM,104,Resting
Jan 11,9:50 AM,111,Resting
Jan 11,9:20 AM,114,Resting
Jan 11,9:10 AM,111,Resting
Jan 11,9:00 AM,108,Resting
Jan 11,8:50 AM,104,General
Jan 11,8:42 AM,120,General
Jan 11,12:00 AM,76,Resting
Jan 10,11:50 PM,79,Resting
Jan 10,11:40 PM,79,Resting
Jan 10,11:30 PM,80,Resting
Jan 10,11:20 PM,81,Resting
Jan 10,11:10 PM,82,Resting
Jan 10,11:00 PM,83,Resting
Jan 10,10:50 PM,92,Resting
Jan 10,10:40 PM,94,Resting
Jan 10,10:30 PM,89,Resting
Jan 10,10:20 PM,93,Resting
Jan 10,10:10 PM,99,Resting
Jan 10,10:00 PM,96,General
Jan 10,9:50 PM,102,Resting
Jan 10,9:30 PM,98,Resting
Jan 10,9:20 PM,99,General
Jan 10,9:10 PM,106,Resting
Jan 10,9:00 PM,106,Resting
Jan 10,8:40 PM,100,Resting
Jan 10,8:20 PM,100,General
Jan 10,3:41 PM,117,Resting
Jan 10,3:20 PM,117,Resting
Jan 10,2:20 PM,134,Resting
Jan 10,1:50 PM,112,Resting
Jan 10,1:40 PM,104,Resting
Jan 10,1:20 PM,106,General
Jan 10,1:10 PM,108,Resting
Jan 10,1:00 PM,97,Resting
Jan 10,12:50 PM,97,General
Jan 10,12:10 PM,95,Resting
Jan 10,12:00 PM,106,Resting
Jan 10,11:50 AM,99,Resting
Jan 10,11:30 AM,107,General
Jan 10,11:10 AM,99,Resting
Jan 10,11:00 AM,103,Resting
Jan 10,10:50 AM,100,Resting
Jan 10,10:40 AM,103,Resting
Jan 10,10:20 AM,93,Resting
Jan 10,10:00 AM,103,General
Jan 10,9:50 AM,101,Resting
Jan 10,9:40 AM,104,General
Jan 10,9:10 AM,111,Resting
Jan 10,9:00 AM,108,Resting
Jan 10,8:50 AM,105,General
Jan 10,8:41 AM,129,General
Jan 9,9:50 PM,101,Resting
Jan 9,9:30 PM,107,Resting
Jan 9,9:20 PM,111,Resting
Jan 9,8:20 PM,100,Resting
Jan 9,8:00 PM,101,Resting
Jan 9,7:30 PM,103,Resting
Jan 9,7:20 PM,102,General
Jan 9,7:10 PM,105,Resting
Jan 9,7:00 PM,111,Resting
Jan 9,6:50 PM,111,Resting
Jan 9,6:20 PM,111,Resting
Jan 9,5:40 PM,105,Resting
Jan 9,5:10 PM,108,Resting
Jan 9,5:00 PM,111,Resting
Jan 9,4:50 PM,103,Resting
Jan 9,4:40 PM,98,Resting
Jan 9,4:20 PM,94,General
Jan 9,3:50 PM,111,Resting
Jan 9,3:40 PM,118,Resting
Jan 9,3:30 PM,110,Resting
Jan 9,2:50 PM,115,Resting
Jan 9,2:40 PM,114,Resting
Jan 9,2:30 PM,110,Resting
Jan 9,1:30 PM,106,Resting
Jan 9,1:10 PM,102,General
Jan 9,12:10 PM,106,Resting
Jan 9,12:01 PM,91,Resting
Jan 9,11:50 AM,96,Resting
Jan 9,11:40 AM,91,General
Jan 9,11:00 AM,101,Resting
Jan 9,10:50 AM,104,Resting
Jan 9,10:40 AM,101,Resting
Jan 9,10:10 AM,97,Resting
Jan 9,10:00 AM,103,Resting
Jan 9,9:50 AM,102,Resting
Jan 9,9:40 AM,106,General
Jan 9,9:20 AM,106,Resting
Jan 9,9:10 AM,105,Resting
Jan 9,9:00 AM,102,Resting
Jan 9,8:50 AM,109,Resting
Jan 8,10:30 PM,110,Resting
Jan 8,10:10 PM,106,Resting
Jan 8,10:00 PM,111,Resting
Jan 8,9:50 PM,109,Resting
Jan 8,9:40 PM,102,Resting
Jan 8,9:30 PM,102,General
Jan 8,9:20 PM,109,Resting
Jan 8,9:10 PM,112,Resting
Jan 8,8:50 PM,102,General
Jan 8,8:10 PM,112,Resting
Jan 8,7:50 PM,109,Resting
Jan 8,7:40 PM,122,Resting
Jan 8,7:20 PM,112,General
Jan 8,6:50 PM,105,Resting
Jan 8,6:10 PM,108,Resting
Jan 8,6:06 PM,100,General
Jan 8,5:50 PM,103,Resting
Jan 8,5:10 PM,106,Resting
Jan 8,4:50 PM,100,Resting
Jan 8,4:40 PM,102,Resting
Jan 8,4:30 PM,106,Resting
Jan 8,4:20 PM,113,General
Jan 8,3:50 PM,120,Resting
Jan 8,3:40 PM,121,Resting
Jan 8,3:30 PM,118,Resting
Jan 8,3:00 PM,119,Resting
Jan 8,1:40 PM,116,Resting
Jan 8,1:30 PM,115,Resting
Jan 8,1:11 PM,109,Resting
Jan 8,12:50 PM,101,General
Jan 8,12:00 PM,103,Resting
Jan 8,11:50 AM,99,Resting
Jan 8,11:00 AM,107,Resting
Jan 8,10:40 AM,109,General
Jan 8,10:20 AM,122,Resting
Jan 8,10:10 AM,112,Resting
Jan 8,10:00 AM,104,General
Jan 8,9:50 AM,105,Resting
Jan 8,9:40 AM,109,General
Jan 8,9:10 AM,101,Resting
Jan 8,9:00 AM,102,Resting
Jan 8,8:50 AM,109,Resting
Jan 8,12:10 AM,84,Resting
Jan 8,12:00 AM,86,Resting
Jan 7,11:50 PM,92,General
Jan 7,11:40 PM,100,Resting
Jan 7,11:30 PM,96,Resting
Jan 7,11:20 PM,101,Resting
Jan 7,11:10 PM,98,Resting
Jan 7,11:00 PM,101,Resting
Jan 7,10:50 PM,104,Resting
Jan 7,10:40 PM,107,Resting
Jan 7,10:00 PM,109,Resting
Jan 7,9:20 PM,118,Resting
Jan 7,8:00 PM,104,Resting
Jan 7,7:20 PM,114,Resting
Jan 7,7:10 PM,113,Resting
Jan 7,6:50 PM,112,Resting
Jan 7,6:30 PM,113,Resting
Jan 7,6:10 PM,116,General
Jan 7,5:50 PM,105,Resting
Jan 7,5:20 PM,110,Resting
Jan 7,5:00 PM,100,Resting
Jan 7,4:40 PM,116,General
Jan 7,4:20 PM,116,General
Jan 7,2:40 PM,121,Resting
Jan 7,1:40 PM,113,General
Jan 7,1:30 PM,107,Resting
Jan 7,1:20 PM,124,Resting
Jan 7,12:40 PM,104,General
Jan 7,12:00 PM,107,Resting
Jan 7,11:40 AM,111,Resting
Jan 7,11:20 AM,105,Resting
Jan 7,10:40 AM,107,Resting
Jan 7,9:40 AM,122,General
Jan 7,9:20 AM,116,Resting
Jan 7,9:10 AM,122,Resting
Jan 7,9:00 AM,120,Resting
Jan 7,8:50 AM,118,Resting
Jan 7,8:40 AM,120,General
Jan 7,12:00 AM,104,Resting
Jan 6,11:50 PM,104,Resting
Jan 6,11:20 PM,115,Resting
Jan 6,8:00 PM,119,Resting
Jan 6,7:50 PM,121,Resting
Jan 6,7:00 PM,113,Resting
Jan 6,6:30 PM,106,Resting
Jan 6,6:20 PM,117,Resting
Jan 6,6:10 PM,105,Resting
Jan 6,5:20 PM,110,Resting
Jan 6,5:10 PM,107,General
Jan 6,4:00 PM,125,General
Jan 6,2:50 PM,123,General
Jan 6,2:40 PM,107,Resting
Jan 6,2:20 PM,112,Resting
Jan 6,2:00 PM,118,Resting
Jan 6,1:50 PM,118,Resting
Jan 6,1:40 PM,112,General
Jan 6,1:30 PM,116,General
Jan 6,1:20 PM,120,Resting
Jan 6,1:00 PM,114,General
Jan 6,11:20 AM,129,Resting
Jan 5,11:00 PM,122,Resting
Jan 5,10:10 PM,147,Resting
Jan 5,8:40 PM,110,Resting
Jan 5,8:30 PM,106,Resting
Jan 5,8:20 PM,106,Resting
Jan 5,8:10 PM,106,Resting
Jan 5,8:00 PM,107,Resting
Jan 5,5:40 PM,140,Resting
Jan 5,4:30 PM,104,Resting
Jan 5,4:20 PM,98,Resting
Jan 5,4:10 PM,104,Resting
Jan 5,4:00 PM,105,Resting
Jan 5,3:50 PM,103,Resting
Jan 5,3:40 PM,118,Resting
Jan 5,3:20 PM,106,Resting
Jan 5,2:50 PM,105,Resting
Jan 5,2:40 PM,98,Resting
Jan 5,2:30 PM,111,Resting
Jan 5,2:00 PM,110,General
Jan 5,1:40 PM,117,General
Jan 5,1:30 PM,122,Resting
Jan 5,1:20 PM,110,General
Jan 5,1:10 PM,109,Resting
Jan 5,12:50 PM,101,Resting
Jan 5,12:20 PM,98,Resting
Jan 4,9:50 PM,125,Resting
Jan 4,9:30 PM,125,General
Jan 4,9:10 PM,131,Resting
Jan 4,8:20 PM,119,Resting
Jan 4,8:10 PM,116,Resting
Jan 4,8:00 PM,120,Resting
Jan 4,7:50 PM,125,General
Jan 4,7:40 PM,120,General
Jan 4,7:00 PM,136,Resting
Jan 4,6:50 PM,135,Resting
Jan 4,6:10 PM,144,General
Jan 4,12:20 PM,125,Resting
Jan 4,11:40 AM,133,General
Jan 4,10:00 AM,139,Resting
Jan 4,8:50 AM,129,Resting
Jan 4,8:40 AM,127,General
Jan 3,8:40 PM,122,Resting
Jan 3,8:30 PM,114,Resting
Jan 3,8:20 PM,105,General
Jan 3,7:50 PM,110,Resting
Jan 3,7:40 PM,113,Resting
Jan 3,7:30 PM,119,Resting
Jan 3,7:20 PM,117,General
Jan 3,7:12 PM,122,General
Jan 3,5:40 PM,133,General
Jan 3,5:10 PM,114,Resting
Jan 3,5:00 PM,113,Resting
Jan 3,4:50 PM,116,General
Jan 3,3:00 PM,115,Resting
Jan 3,1:40 PM,108,Resting
Jan 3,1:30 PM,109,Resting
Jan 3,1:00 PM,109,Resting
Jan 3,12:50 PM,112,Resting
Jan 3,12:40 PM,107,Resting
Jan 3,12:30 PM,101,General
Jan 3,12:20 PM,110,Resting
Jan 3,12:10 PM,96,General
Jan 3,11:20 AM,97,Resting
Jan 3,11:10 AM,101,Resting
Jan 3,10:50 AM,95,Resting
Jan 3,10:40 AM,102,General
Jan 3,10:10 AM,95,Resting
Jan 3,10:00 AM,101,Resting
Jan 3,9:50 AM,107,Resting
Jan 3,9:40 AM,100,Resting
Jan 3,9:30 AM,108,General
Jan 3,7:40 AM,95,Resting
Jan 3,7:30 AM,68,Resting
Jan 3,7:20 AM,64,Resting
Jan 3,7:10 AM,66,Resting
Jan 3,6:50 AM,63,Resting
Jan 3,6:40 AM,63,Resting
Jan 3,6:30 AM,61,Resting
Jan 3,6:20 AM,64,Resting
Jan 3,6:10 AM,62,Resting
Jan 3,6:00 AM,61,Resting
Jan 3,5:50 AM,67,Resting
Jan 3,5:40 AM,66,Resting
Jan 3,5:30 AM,68,Resting
Jan 3,5:20 AM,71,Resting
Jan 3,5:10 AM,67,Resting
Jan 3,5:00 AM,67,Resting
Jan 3,4:50 AM,65,Resting
Jan 3,4:40 AM,63,Resting
Jan 3,4:30 AM,60,Resting
Jan 3,4:20 AM,63,Resting
Jan 3,4:10 AM,67,Resting
Jan 3,4:00 AM,67,Resting
Jan 3,3:50 AM,71,Resting
Jan 3,3:40 AM,77,Resting
Jan 3,3:30 AM,76,Resting
Jan 3,3:20 AM,76,Resting
Jan 3,3:10 AM,67,Resting
Jan 3,3:00 AM,68,Resting
Jan 3,2:50 AM,75,Resting
Jan 3,2:40 AM,75,Resting
Jan 3,2:30 AM,74,Resting
Jan 3,2:20 AM,82,Resting
Jan 3,2:10 AM,80,Resting
Jan 3,2:00 AM,75,Resting
Jan 3,1:50 AM,74,Resting
Jan 3,1:41 AM,76,Resting
Jan 3,1:30 AM,81,Resting
Jan 3,1:20 AM,83,Resting
Jan 3,1:10 AM,82,Resting
Jan 3,1:00 AM,82,Resting
Jan 3,12:50 AM,81,Resting
Jan 3,12:40 AM,83,Resting
Jan 3,12:30 AM,85,Resting
Jan 3,12:20 AM,85,Resting
Jan 3,12:10 AM,97,Resting
Jan 3,12:00 AM,101,Resting
Jan 2,11:50 PM,103,Resting
Jan 2,11:40 PM,101,Resting
Jan 2,11:30 PM,103,Resting
Jan 2,11:20 PM,104,Resting
Jan 2,11:04 PM,101,General
Jan 2,11:00 PM,103,General
Jan 2,8:21 PM,99,General
Jan 2,8:00 PM,103,Resting
Jan 2,7:50 PM,93,Resting
Jan 2,7:40 PM,102,Resting
Jan 2,7:30 PM,100,Resting
Jan 2,7:20 PM,102,General
Jan 2,7:00 PM,112,Resting
Jan 2,6:41 PM,104,Resting
Jan 2,6:20 PM,112,Resting
Jan 2,5:40 PM,111,Resting
Jan 2,5:30 PM,104,Resting
Jan 2,5:21 PM,118,General
Jan 2,5:10 PM,109,Resting
Jan 2,5:00 PM,111,General
Jan 2,3:39 PM,113,Surprised
Jan 2,3:20 PM,117,Resting
Jan 2,3:10 PM,102,Resting
Jan 2,2:50 PM,117,Resting
Jan 2,2:30 PM,122,General
Jan 2,1:50 PM,108,Resting
Jan 2,1:30 PM,103,Resting
Jan 2,1:20 PM,101,Resting
Jan 2,1:10 PM,108,Resting
Jan 2,1:00 PM,107,General
Jan 2,12:10 PM,105,General
Jan 2,11:20 AM,58,Resting
Jan 2,11:00 AM,113,Resting
Jan 2,10:50 AM,100,Resting
Jan 2,10:40 AM,104,Resting
Jan 2,10:20 AM,98,Resting
Jan 2,10:00 AM,101,Resting
Jan 2,8:50 AM,110,General
Jan 2,7:40 AM,52,Resting
Jan 2,7:30 AM,57,Resting
Jan 2,7:20 AM,58,Resting
Jan 2,7:10 AM,59,Resting
Jan 2,6:50 AM,56,Resting
Jan 2,6:40 AM,61,Resting
Jan 2,6:30 AM,61,Resting
Jan 2,6:20 AM,65,Resting
Jan 2,6:10 AM,56,Resting
Jan 2,6:00 AM,64,Resting
Jan 2,5:50 AM,63,Resting
Jan 2,5:40 AM,58,Resting
Jan 2,5:30 AM,60,Resting
Jan 2,5:20 AM,56,Resting
Jan 2,5:10 AM,60,Resting
Jan 2,5:00 AM,60,Resting
Jan 2,4:50 AM,60,Resting
Jan 2,4:40 AM,61,Resting
Jan 2,4:30 AM,61,Resting
Jan 2,4:20 AM,61,Resting
Jan 2,4:10 AM,68,Resting
Jan 2,4:00 AM,60,Resting
Jan 2,3:50 AM,64,Resting
Jan 2,3:40 AM,59,Resting
Jan 2,3:30 AM,64,Resting
Jan 2,3:20 AM,62,Resting
Jan 2,3:10 AM,62,Resting
Jan 2,3:00 AM,59,Resting
Jan 2,2:50 AM,64,Resting
Jan 2,2:40 AM,62,Resting
Jan 2,2:30 AM,65,Resting
Jan 2,2:20 AM,66,Resting
Jan 2,2:10 AM,64,Resting
Jan 2,2:00 AM,68,Resting
Jan 2,1:50 AM,67,Resting
Jan 2,1:40 AM,69,Resting
Jan 2,1:30 AM,71,Resting
Jan 2,1:20 AM,77,Resting
Jan 2,1:00 AM,81,Resting
Jan 2,12:50 AM,76,Resting
Jan 2,12:41 AM,85,Resting
Jan 2,12:30 AM,81,Resting
Jan 2,12:20 AM,82,Resting
Jan 2,12:10 AM,81,Resting
Jan 2,12:00 AM,89,Resting
Jan 1,11:50 PM,81,General
Jan 1,11:40 PM,74,Resting
Jan 1,11:20 PM,85,Resting
Jan 1,11:10 PM,77,Resting
Jan 1,10:50 PM,87,Resting
Jan 1,10:40 PM,82,Resting
Jan 1,10:30 PM,87,Resting
Jan 1,10:00 PM,76,General
Jan 1,9:30 PM,89,General
Jan 1,9:10 PM,100,Resting
Jan 1,9:00 PM,94,Resting
Jan 1,8:50 PM,93,Resting
Jan 1,8:41 PM,97,Resting
Jan 1,8:30 PM,98,Resting
Jan 1,8:00 PM,79,Resting
Jan 1,7:50 PM,84,Resting
Jan 1,7:40 PM,76,Resting
Jan 1,7:31 PM,87,General
Jan 1,7:00 PM,91,Resting
Jan 1,6:40 PM,87,Resting
Jan 1,5:50 PM,94,Resting
Jan 1,5:40 PM,94,Resting
Jan 1,5:30 PM,86,General
Jan 1,5:10 PM,82,Resting
Jan 1,5:00 PM,82,Resting
Jan 1,4:50 PM,81,Resting
Jan 1,4:40 PM,86,Resting
Jan 1,4:30 PM,86,Resting
Jan 1,4:10 PM,89,Resting
Jan 1,4:00 PM,94,Resting
Jan 1,3:50 PM,93,Resting
Jan 1,3:30 PM,86,Resting
Jan 1,3:20 PM,89,Resting
Jan 1,3:10 PM,92,Resting
Jan 1,3:00 PM,87,Resting
Jan 1,2:50 PM,90,Resting
Jan 1,2:40 PM,89,Resting
Jan 1,2:30 PM,94,Resting
Jan 1,1:50 PM,93,Resting
Jan 1,1:40 PM,103,Resting
Jan 1,1:30 PM,101,Resting
Jan 1,1:20 PM,91,Resting
Jan 1,1:00 PM,82,General
Jan 1,12:40 PM,81,Resting
Jan 1,12:10 PM,103,Resting
Jan 1,11:50 AM,96,General
Jan 1,11:30 AM,97,Resting
Jan 1,11:20 AM,99,Resting
Jan 1,11:10 AM,105,Resting
Jan 1,11:00 AM,92,Resting
Jan 1,10:50 AM,102,Resting
Jan 1,10:31 AM,108,General
Jan 1,12:30 AM,114,Resting
